Column1	Column2
4.3025	-0.02
4.30375	-0.03
4.305	-0.04
4.30625	-0.02
4.3075	-0.02
4.30875	0
4.31	0
4.31125	0
4.3125	0.01
4.31375	0.01
4.315	0
4.31625	0.02
4.3175	0.02
4.31875	0.02
4.32	0.02
4.32125	0
4.3225	-0.01
4.32375	-0.02
4.325	-0.02
4.32625	-0.02
4.3275	-0.01
4.32875	-0.02
4.33	-0.03
4.33125	-0.03
4.3325	-0.03
4.33375	-0.01
4.335	0.01
4.33625	0.01
4.3375	0
4.33875	0.01
4.34	0
4.34125	-0.01
4.3425	-0.02
4.34375	-0.02
4.345	-0.02
4.34625	-0.01
4.3475	0
4.34875	0
4.35	-0.01
4.35125	0.01
4.3525	0.02
4.35375	0.04
4.355	0.06
4.35625	0.06
4.3575	0.04
4.35875	0.02
4.36	0.01
4.36125	0.02
4.3625	0.02
4.36375	0.02
4.365	0.02
4.36625	0.02
4.3675	0.02
4.36875	0.02
4.37	0.02
4.37125	0.02
4.3725	0.02
4.37375	0.03
4.375	0.04
4.37625	0.05
4.3775	0.06
4.37875	0.06
4.38	0.06
4.38125	0.07
4.3825	0.07
4.38375	0.07
4.385	0.07
4.38625	0.07
4.3875	0.07
4.38875	0.07
4.39	0.08
4.39125	0.08
4.3925	0.09
4.39375	0.1
4.395	0.12
4.39625	0.14
4.3975	0.14
4.39875	0.13
4.4	0.11
4.40125	0.1
4.4025	0.09
4.40375	0.1
4.405	0.1
4.40625	0.11
4.4075	0.11
4.40875	0.12
4.41	0.12
4.41125	0.12
4.4125	0.13
4.41375	0.15
4.415	0.16
4.41625	0.17
4.4175	0.17
4.41875	0.16
4.42	0.16
4.42125	0.16
4.4225	0.16
4.42375	0.16
4.425	0.16
4.42625	0.15
4.4275	0.16
4.42875	0.19
4.43	0.2
4.43125	0.21
4.4325	0.22
4.43375	0.23
4.435	0.23
4.43625	0.22
4.4375	0.22
4.43875	0.23
4.44	0.23
4.44125	0.23
4.4425	0.22
4.44375	0.22
4.445	0.23
4.44625	0.23
4.4475	0.23
4.44875	0.25
4.45	0.26
4.45125	0.26
4.4525	0.26
4.45375	0.26
4.455	0.27
4.45625	0.28
4.4575	0.28
4.45875	0.28
4.46	0.29
4.46125	0.3
4.4625	0.29
4.46375	0.28
4.465	0.28
4.46625	0.26
4.4675	0.26
4.46875	0.26
4.47	0.25
4.47125	0.27
4.4725	0.29
4.47375	0.29
4.475	0.28
4.47625	0.27
4.4775	0.26
4.47875	0.25
4.48	0.23
4.48125	0.22
4.4825	0.19
4.48375	0.18
4.485	0.17
4.48625	0.16
4.4875	0.14
4.48875	0.13
4.49	0.12
4.49125	0.11
4.4925	0.11
4.49375	0.11
4.495	0.1
4.49625	0.1
4.4975	0.09
4.49875	0.07
4.5	0.04
4.50125	0.03
4.5025	0.01
4.50375	0
4.505	-0.02
4.50625	-0.03
4.5075	-0.04
4.50875	-0.04
4.51	-0.05
4.51125	-0.04
4.5125	-0.04
4.51375	-0.04
4.515	-0.04
4.51625	-0.05
4.5175	-0.06
4.51875	-0.08
4.52	-0.09
4.52125	-0.09
4.5225	-0.09
4.52375	-0.09
4.525	-0.08
4.52625	-0.08
4.5275	-0.08
4.52875	-0.08
4.53	-0.08
4.53125	-0.07
4.5325	-0.08
4.53375	-0.08
4.535	-0.08
4.53625	-0.08
4.5375	-0.07
4.53875	-0.08
4.54	-0.09
4.54125	-0.08
4.5425	-0.07
4.54375	-0.08
4.545	-0.08
4.54625	-0.09
4.5475	-0.09
4.54875	-0.1
4.55	-0.09
4.55125	-0.08
4.5525	-0.08
4.55375	-0.08
4.555	-0.09
4.55625	-0.09
4.5575	-0.05
4.55875	-0.06
4.56	-0.08
4.56125	-0.08
4.5625	-0.07
4.56375	-0.08
4.565	-0.08
4.56625	-0.07
4.5675	-0.07
4.56875	-0.07
4.57	-0.06
4.57125	-0.05
4.5725	-0.06
4.57375	-0.06
4.575	-0.08
4.57625	-0.08
4.5775	-0.1
4.57875	-0.09
4.58	-0.08
4.58125	-0.09
4.5825	-0.1
4.58375	-0.09
4.585	-0.09
4.58625	-0.09
4.5875	-0.09
4.58875	-0.09
4.59	-0.09
4.59125	-0.1
4.5925	-0.09
4.59375	-0.08
4.595	-0.07
4.59625	-0.07
4.5975	-0.07
4.59875	-0.08
4.6	-0.08
4.60125	-0.09
4.6025	-0.1
4.60375	-0.1
4.605	-0.09
4.60625	-0.09
4.6075	-0.08
4.60875	-0.08
4.61	-0.08
4.61125	-0.08
4.6125	-0.06
4.61375	-0.06
4.615	-0.05
4.61625	-0.06
4.6175	-0.07
4.61875	-0.08
4.62	-0.1
4.62125	-0.11
4.6225	-0.09
4.62375	-0.1
4.625	-0.11
4.62625	-0.1
4.6275	-0.08
4.62875	-0.06
4.63	-0.04
4.63125	-0.04
4.6325	-0.05
4.63375	-0.06
4.635	-0.05
4.63625	-0.05
4.6375	-0.03
4.63875	-0.04
4.64	-0.05
4.64125	-0.06
4.6425	-0.08
4.64375	-0.1
4.645	-0.1
4.64625	-0.1
4.6475	-0.1
4.64875	-0.06
4.65	-0.06
4.65125	-0.07
4.6525	-0.07
4.65375	-0.06
4.655	-0.07
4.65625	-0.07
4.6575	-0.07
4.65875	-0.07
4.66	-0.07
4.66125	-0.06
4.6625	-0.07
4.66375	-0.07
4.665	-0.08
4.66625	-0.09
4.6675	-0.09
4.66875	-0.09
4.67	-0.08
4.67125	-0.08
4.6725	-0.08
4.67375	-0.08
4.675	-0.08
4.67625	-0.07
4.6775	-0.06
4.67875	-0.07
4.68	-0.08
4.68125	-0.1
4.6825	-0.11
4.68375	-0.11
4.685	-0.11
4.68625	-0.11
4.6875	-0.09
4.68875	-0.08
4.69	-0.08
4.69125	-0.08
4.6925	-0.08
4.69375	-0.09
4.695	-0.08
4.69625	-0.07
4.6975	-0.07
4.69875	-0.07
4.7	-0.08
4.70125	-0.08
4.7025	-0.08
4.70375	-0.08
4.705	-0.08
4.70625	-0.09
4.7075	-0.09
4.70875	-0.09
4.71	-0.08
4.71125	-0.08
4.7125	-0.08
4.71375	-0.07
4.715	-0.08
4.71625	-0.07
4.7175	-0.07
4.71875	-0.07
4.72	-0.07
4.72125	-0.07
4.7225	-0.08
4.72375	-0.08
4.725	-0.08
4.72625	-0.08
4.7275	-0.07
4.72875	-0.06
4.73	-0.07
4.73125	-0.07
4.7325	-0.08
4.73375	-0.09
4.735	-0.09
4.73625	-0.09
4.7375	-0.09
4.73875	-0.07
4.74	-0.07
4.74125	-0.07
4.7425	-0.07
4.74375	-0.07
4.745	-0.08
4.74625	-0.09
4.7475	-0.09
4.74875	-0.09
4.75	-0.09
4.75125	-0.09
4.7525	-0.09
4.75375	-0.09
4.755	-0.08
4.75625	-0.07
4.7575	-0.08
4.75875	-0.09
4.76	-0.11
4.76125	-0.1
4.7625	-0.09
4.76375	-0.09
4.765	-0.1
4.76625	-0.1
4.7675	-0.1
4.76875	-0.09
4.77	-0.08
4.77125	-0.08
4.7725	-0.08
4.77375	-0.07
4.775	-0.06
4.77625	-0.07
4.7775	-0.07
4.77875	-0.08
4.78	-0.08
4.78125	-0.09
4.7825	-0.09
4.78375	-0.1
4.785	-0.1
4.78625	-0.09
4.7875	-0.09
4.78875	-0.08
4.79	-0.08
4.79125	-0.08
4.7925	-0.07
4.79375	-0.06
4.795	-0.07
4.79625	-0.07
4.7975	-0.08
4.79875	-0.08
4.8	-0.08
4.80125	-0.08
4.8025	-0.08
4.80375	-0.08
4.805	-0.08
4.80625	-0.08
4.8075	-0.06
4.80875	-0.07
4.81	-0.06
4.81125	-0.06
4.8125	-0.06
4.81375	-0.05
4.815	-0.07
4.81625	-0.09
4.8175	-0.09
4.81875	-0.09
4.82	-0.09
4.82125	-0.1
4.8225	-0.1
4.82375	-0.1
4.825	-0.1
4.82625	-0.09
4.8275	-0.09
4.82875	-0.08
4.83	-0.08
4.83125	-0.07
4.8325	-0.07
4.83375	-0.07
4.835	-0.08
4.83625	-0.08
4.8375	-0.09
4.83875	-0.09
4.84	-0.09
4.84125	-0.09
4.8425	-0.09
4.84375	-0.09
4.845	-0.1
4.84625	-0.11
4.8475	-0.1
4.84875	-0.08
4.85	-0.07
4.85125	-0.08
4.8525	-0.07
4.85375	-0.06
4.855	-0.06
4.85625	-0.06
4.8575	-0.07
4.85875	-0.08
4.86	-0.09
4.86125	-0.09
4.8625	-0.1
4.86375	-0.11
4.865	-0.11
4.86625	-0.1
4.8675	-0.1
4.86875	-0.09
4.87	-0.08
4.87125	-0.07
4.8725	-0.07
4.87375	-0.07
4.875	-0.06
4.87625	-0.06
4.8775	-0.06
4.87875	-0.06
4.88	-0.07
4.88125	-0.08
4.8825	-0.1
4.88375	-0.1
4.885	-0.09
4.88625	-0.08
4.8875	-0.07
4.88875	-0.07
4.89	-0.07
4.89125	-0.08
4.8925	-0.08
4.89375	-0.08
4.895	-0.07
4.89625	-0.07
4.8975	-0.05
4.89875	-0.06
4.9	-0.06
4.90125	-0.07
4.9025	-0.07
4.90375	-0.06
4.905	-0.07
4.90625	-0.07
4.9075	-0.07
4.90875	-0.07
4.91	-0.06
4.91125	-0.06
4.9125	-0.05
4.91375	-0.04
4.915	-0.03
4.91625	-0.02
4.9175	-0.02
4.91875	-0.03
4.92	-0.03
4.92125	-0.03
4.9225	-0.03
4.92375	-0.04
4.925	-0.02
4.92625	-0.01
4.9275	-0.01
4.92875	0
4.93	0
4.93125	0
4.9325	0
4.93375	0
4.935	0
4.93625	-0.01
4.9375	-0.01
4.93875	0
4.94	0.01
4.94125	0.01
4.9425	0.02
4.94375	0.02
4.945	0.03
4.94625	0.04
4.9475	0.05
4.94875	0.04
4.95	0.05
4.95125	0.04
4.9525	0.05
4.95375	0.06
4.955	0.05
4.95625	0.04
4.9575	0.03
4.95875	0.01
4.96	-0.01
4.96125	-0.02
4.9625	-0.03
4.96375	-0.04
4.965	-0.05
4.96625	-0.04
4.9675	-0.03
4.96875	-0.04
4.97	-0.05
4.97125	-0.04
4.9725	-0.02
4.97375	-0.02
4.975	-0.01
4.97625	-0.01
4.9775	-0.02
4.97875	-0.03
4.98	-0.05
4.98125	-0.06
4.9825	-0.08
4.98375	-0.1
4.985	-0.11
4.98625	-0.11
4.9875	-0.11
4.98875	-0.11
4.99	-0.1
4.99125	-0.1
4.9925	-0.09
4.99375	-0.09
4.995	-0.09
4.99625	-0.09
4.9975	-0.09
4.99875	-0.1
5	-0.11
5.00125	-0.11
5.0025	-0.12
5.00375	-0.12
5.005	-0.12
5.00625	-0.12
5.0075	-0.11
5.00875	-0.1
5.01	-0.1
5.01125	-0.09
5.0125	-0.09
5.01375	-0.09
5.015	-0.09
5.01625	-0.1
5.0175	-0.11
5.01875	-0.11
5.02	-0.12
5.02125	-0.12
5.0225	-0.14
5.02375	-0.14
5.025	-0.13
5.02625	-0.13
5.0275	-0.11
5.02875	-0.1
5.03	-0.08
5.03125	-0.07
5.0325	-0.04
5.03375	0
5.035	0.06
5.03625	0.12
5.0375	0.21
5.03875	0.3
5.04	0.4
5.04125	0.51
5.0425	0.61
5.04375	0.71
5.045	0.8
5.04625	0.88
5.0475	0.97
5.04875	1.04
5.05	1.1
5.05125	1.13
5.0525	1.14
5.05375	1.13
5.055	1.12
5.05625	1.09
5.0575	1.03
5.05875	0.95
5.06	0.85
5.06125	0.74
5.0625	0.62
5.06375	0.51
5.065	0.39
5.06625	0.27
5.0675	0.16
5.06875	0.08
5.07	0.01
5.07125	-0.04
5.0725	-0.06
5.07375	-0.07
5.075	-0.08
5.07625	-0.07
5.0775	-0.07
5.07875	-0.07
5.08	-0.06
5.08125	-0.05
5.0825	-0.03
5.08375	-0.03
5.085	-0.03
5.08625	-0.03
5.0875	-0.04
5.08875	-0.03
5.09	-0.04
5.09125	-0.03
5.0925	-0.02
5.09375	-0.03
5.095	-0.03
5.09625	-0.04
5.0975	-0.04
5.09875	-0.04
5.1	-0.03
5.10125	-0.03
5.1025	-0.05
5.10375	-0.06
5.105	-0.05
5.10625	-0.06
5.1075	-0.06
5.10875	-0.07
5.11	-0.07
5.11125	-0.08
5.1125	-0.08
5.11375	-0.08
5.115	-0.07
5.11625	-0.07
5.1175	-0.07
5.11875	-0.08
5.12	-0.08
5.12125	-0.08
5.1225	-0.09
5.12375	-0.09
5.125	-0.08
5.12625	-0.09
5.1275	-0.09
5.12875	-0.06
5.13	-0.05
5.13125	-0.05
5.1325	-0.06
5.13375	-0.05
5.135	-0.05
5.13625	-0.05
5.1375	-0.06
5.13875	-0.06
5.14	-0.07
5.14125	-0.07
5.1425	-0.07
5.14375	-0.07
5.145	-0.06
5.14625	-0.06
5.1475	-0.06
5.14875	-0.06
5.15	-0.05
5.15125	-0.04
5.1525	-0.03
5.15375	-0.02
5.155	-0.03
5.15625	-0.02
5.1575	-0.02
5.15875	-0.02
5.16	-0.03
5.16125	-0.03
5.1625	-0.04
5.16375	-0.04
5.165	-0.04
5.16625	-0.04
5.1675	-0.01
5.16875	0
5.17	0.01
5.17125	0.02
5.1725	0.03
5.17375	0.04
5.175	0.03
5.17625	0.02
5.1775	0.01
5.17875	0.01
5.18	0.01
5.18125	0
5.1825	-0.01
5.18375	-0.01
5.185	0
5.18625	0.01
5.1875	0.01
5.18875	0.01
5.19	0.01
5.19125	0.02
5.1925	0.02
5.19375	0.03
5.195	0.04
5.19625	0.05
5.1975	0.06
5.19875	0.05
5.2	0.03
5.20125	0.01
5.2025	0.01
5.20375	0.03
5.205	0.04
5.20625	0.04
5.2075	0.04
5.20875	0.04
5.21	0.06
5.21125	0.07
5.2125	0.07
5.21375	0.07
5.215	0.08
5.21625	0.08
5.2175	0.08
5.21875	0.08
5.22	0.08
5.22125	0.08
5.2225	0.07
5.22375	0.07
5.225	0.07
5.22625	0.07
5.2275	0.08
5.22875	0.08
5.23	0.1
5.23125	0.11
5.2325	0.11
5.23375	0.12
5.235	0.13
5.23625	0.13
5.2375	0.13
5.23875	0.13
5.24	0.13
5.24125	0.13
5.2425	0.14
5.24375	0.14
5.245	0.14
5.24625	0.14
5.2475	0.15
5.24875	0.16
5.25	0.15
5.25125	0.16
5.2525	0.18
5.25375	0.18
5.255	0.18
5.25625	0.17
5.2575	0.17
5.25875	0.17
5.26	0.17
5.26125	0.18
5.2625	0.19
5.26375	0.2
5.265	0.2
5.26625	0.21
5.2675	0.21
5.26875	0.23
5.27	0.25
5.27125	0.25
5.2725	0.26
5.27375	0.27
5.275	0.27
5.27625	0.27
5.2775	0.26
5.27875	0.26
5.28	0.27
5.28125	0.27
5.2825	0.26
5.28375	0.27
5.285	0.28
5.28625	0.28
5.2875	0.29
5.28875	0.29
5.29	0.29
5.29125	0.31
5.2925	0.33
5.29375	0.34
5.295	0.34
5.29625	0.33
5.2975	0.32
5.29875	0.32
5.3	0.32
5.30125	0.33
5.3025	0.32
5.30375	0.31
5.305	0.29
5.30625	0.28
5.3075	0.27
5.30875	0.26
5.31	0.25
5.31125	0.25
5.3125	0.24
5.31375	0.23
5.315	0.22
5.31625	0.22
5.3175	0.21
5.31875	0.2
5.32	0.18
5.32125	0.17
5.3225	0.15
5.32375	0.13
5.325	0.11
5.32625	0.1
5.3275	0.09
5.32875	0.08
5.33	0.07
5.33125	0.07
5.3325	0.07
5.33375	0.06
5.335	0.06
5.33625	0.05
5.3375	0.03
5.33875	0.03
5.34	0.02
5.34125	0.01
5.3425	-0.01
5.34375	-0.03
5.345	-0.04
5.34625	-0.04
5.3475	-0.04
5.34875	-0.04
5.35	-0.03
5.35125	-0.04
5.3525	-0.05
5.35375	-0.04
5.355	-0.05
5.35625	-0.06
5.3575	-0.06
5.35875	-0.07
5.36	-0.07
5.36125	-0.07
5.3625	-0.08
5.36375	-0.09
5.365	-0.09
5.36625	-0.1
5.3675	-0.09
5.36875	-0.08
5.37	-0.08
5.37125	-0.08
5.3725	-0.08
5.37375	-0.08
5.375	-0.07
5.37625	-0.07
5.3775	-0.07
5.37875	-0.07
5.38	-0.08
5.38125	-0.09
5.3825	-0.08
5.38375	-0.08
5.385	-0.08
5.38625	-0.08
5.3875	-0.08
5.38875	-0.08
5.39	-0.09
5.39125	-0.08
5.3925	-0.07
5.39375	-0.07
5.395	-0.08
5.39625	-0.09
5.3975	-0.1
5.39875	-0.1
5.4	-0.11
5.40125	-0.11
5.4025	-0.11
5.40375	-0.12
5.405	-0.12
5.40625	-0.12
5.4075	-0.11
5.40875	-0.1
5.41	-0.08
5.41125	-0.06
5.4125	-0.05
5.41375	-0.03
5.415	-0.03
5.41625	-0.05
5.4175	-0.06
5.41875	-0.06
5.42	-0.06
5.42125	-0.07
5.4225	-0.08
5.42375	-0.08
5.425	-0.08
5.42625	-0.08
5.4275	-0.08
5.42875	-0.08
5.43	-0.07
5.43125	-0.06
5.4325	-0.06
5.43375	-0.06
5.435	-0.05
5.43625	-0.06
5.4375	-0.07
5.43875	-0.08
5.44	-0.09
5.44125	-0.09
5.4425	-0.09
5.44375	-0.08
5.445	-0.06
5.44625	-0.07
5.4475	-0.07
5.44875	-0.07
5.45	-0.08
5.45125	-0.07
5.4525	-0.06
5.45375	-0.06
5.455	-0.06
5.45625	-0.06
5.4575	-0.08
5.45875	-0.08
5.46	-0.08
5.46125	-0.08
5.4625	-0.08
5.46375	-0.09
5.465	-0.09
5.46625	-0.09
5.4675	-0.08
5.46875	-0.08
5.47	-0.07
5.47125	-0.07
5.4725	-0.07
5.47375	-0.07
5.475	-0.08
5.47625	-0.07
5.4775	-0.06
5.47875	-0.06
5.48	-0.07
5.48125	-0.08
5.4825	-0.08
5.48375	-0.09
5.485	-0.09
5.48625	-0.09
5.4875	-0.09
5.48875	-0.09
5.49	-0.09
5.49125	-0.09
5.4925	-0.09
5.49375	-0.08
5.495	-0.08
5.49625	-0.08
5.4975	-0.09
5.49875	-0.09
5.5	-0.1
5.50125	-0.11
5.5025	-0.11
5.50375	-0.11
5.505	-0.11
5.50625	-0.1
5.5075	-0.09
5.50875	-0.09
5.51	-0.08
5.51125	-0.1
5.5125	-0.11
5.51375	-0.1
5.515	-0.09
5.51625	-0.1
5.5175	-0.1
5.51875	-0.1
5.52	-0.1
5.52125	-0.1
5.5225	-0.11
5.52375	-0.11
5.525	-0.11
5.52625	-0.12
5.5275	-0.12
5.52875	-0.11
5.53	-0.11
5.53125	-0.1
5.5325	-0.1
5.53375	-0.1
5.535	-0.09
5.53625	-0.09
5.5375	-0.09
5.53875	-0.08
5.54	-0.09
5.54125	-0.1
5.5425	-0.11
5.54375	-0.11
5.545	-0.13
5.54625	-0.12
5.5475	-0.12
5.54875	-0.11
5.55	-0.11
5.55125	-0.1
5.5525	-0.09
5.55375	-0.1
5.555	-0.09
5.55625	-0.09
5.5575	-0.1
5.55875	-0.1
5.56	-0.11
5.56125	-0.12
5.5625	-0.13
5.56375	-0.13
5.565	-0.12
5.56625	-0.13
5.5675	-0.14
5.56875	-0.13
5.57	-0.12
5.57125	-0.12
5.5725	-0.11
5.57375	-0.11
5.575	-0.1
5.57625	-0.1
5.5775	-0.1
5.57875	-0.1
5.58	-0.1
5.58125	-0.1
5.5825	-0.1
5.58375	-0.11
5.585	-0.11
5.58625	-0.12
5.5875	-0.11
5.58875	-0.11
5.59	-0.11
5.59125	-0.1
5.5925	-0.1
5.59375	-0.09
5.595	-0.09
5.59625	-0.09
5.5975	-0.09
5.59875	-0.1
5.6	-0.11
5.60125	-0.12
5.6025	-0.13
5.60375	-0.14
5.605	-0.13
5.60625	-0.12
5.6075	-0.12
5.60875	-0.11
5.61	-0.11
5.61125	-0.1
5.6125	-0.1
5.61375	-0.1
5.615	-0.09
5.61625	-0.09
5.6175	-0.1
5.61875	-0.12
5.62	-0.13
5.62125	-0.14
5.6225	-0.13
5.62375	-0.13
5.625	-0.13
5.62625	-0.13
5.6275	-0.13
5.62875	-0.12
5.63	-0.12
5.63125	-0.11
5.6325	-0.11
5.63375	-0.1
5.635	-0.1
5.63625	-0.1
5.6375	-0.1
5.63875	-0.1
5.64	-0.1
5.64125	-0.1
5.6425	-0.1
5.64375	-0.11
5.645	-0.11
5.64625	-0.11
5.6475	-0.11
5.64875	-0.1
5.65	-0.1
5.65125	-0.1
5.6525	-0.09
5.65375	-0.09
5.655	-0.09
5.65625	-0.1
5.6575	-0.1
5.65875	-0.11
5.66	-0.11
5.66125	-0.11
5.6625	-0.12
5.66375	-0.13
5.665	-0.13
5.66625	-0.13
5.6675	-0.11
5.66875	-0.11
5.67	-0.11
5.67125	-0.12
5.6725	-0.12
5.67375	-0.11
5.675	-0.11
5.67625	-0.11
5.6775	-0.12
5.67875	-0.12
5.68	-0.12
5.68125	-0.12
5.6825	-0.12
5.68375	-0.11
5.685	-0.11
5.68625	-0.1
5.6875	-0.11
5.68875	-0.11
5.69	-0.11
5.69125	-0.11
5.6925	-0.11
5.69375	-0.09
5.695	-0.08
5.69625	-0.07
5.6975	-0.06
5.69875	-0.06
5.7	-0.06
5.70125	-0.07
5.7025	-0.06
5.70375	-0.06
5.705	-0.06
5.70625	-0.05
5.7075	-0.05
5.70875	-0.05
5.71	-0.04
5.71125	-0.02
5.7125	-0.01
5.71375	0
5.715	0.01
5.71625	0.02
5.7175	0
5.71875	-0.02
5.72	-0.02
5.72125	-0.03
5.7225	-0.03
5.72375	-0.03
5.725	-0.02
5.72625	-0.01
5.7275	0.02
5.72875	0.02
5.73	0.01
5.73125	0.01
5.7325	0
5.73375	-0.01
5.735	0.03
5.73625	0.06
5.7375	0.07
5.73875	0.09
5.74	0.09
5.74125	0.08
5.7425	0.06
5.74375	0.03
5.745	0
5.74625	-0.01
5.7475	-0.01
5.74875	-0.02
5.75	-0.02
5.75125	-0.02
5.7525	-0.02
5.75375	-0.03
5.755	-0.03
5.75625	-0.02
5.7575	-0.03
5.75875	-0.04
5.76	-0.06
5.76125	-0.07
5.7625	-0.08
5.76375	-0.1
5.765	-0.09
5.76625	-0.08
5.7675	-0.09
5.76875	-0.11
5.77	-0.11
5.77125	-0.1
5.7725	-0.09
5.77375	-0.09
5.775	-0.09
5.77625	-0.09
5.7775	-0.1
5.77875	-0.11
5.78	-0.11
5.78125	-0.11
5.7825	-0.11
5.78375	-0.12
5.785	-0.12
5.78625	-0.12
5.7875	-0.13
5.78875	-0.13
5.79	-0.12
5.79125	-0.11
5.7925	-0.1
5.79375	-0.1
5.795	-0.1
5.79625	-0.1
5.7975	-0.1
5.79875	-0.11
5.8	-0.11
5.80125	-0.12
5.8025	-0.12
5.80375	-0.13
5.805	-0.15
5.80625	-0.14
5.8075	-0.15
5.80875	-0.16
5.81	-0.16
5.81125	-0.14
5.8125	-0.12
5.81375	-0.1
5.815	-0.08
5.81625	-0.06
5.8175	-0.03
5.81875	0
5.82	0.05
5.82125	0.11
5.8225	0.22
5.82375	0.34
5.825	0.45
5.82625	0.54
5.8275	0.64
5.82875	0.74
5.83	0.84
5.83125	0.92
5.8325	1
5.83375	1.06
5.835	1.11
5.83625	1.13
5.8375	1.12
5.83875	1.09
5.84	1.07
5.84125	1.03
5.8425	0.96
5.84375	0.85
5.845	0.74
5.84625	0.63
5.8475	0.52
5.84875	0.41
5.85	0.29
5.85125	0.2
5.8525	0.13
5.85375	0.07
5.855	0.01
5.85625	-0.03
5.8575	-0.06
5.85875	-0.09
5.86	-0.09
5.86125	-0.09
5.8625	-0.07
5.86375	-0.06
5.865	-0.05
5.86625	-0.03
5.8675	-0.03
5.86875	-0.03
5.87	-0.04
5.87125	-0.05
5.8725	-0.04
5.87375	-0.03
5.875	-0.03
5.87625	-0.03
5.8775	-0.04
5.87875	-0.05
5.88	-0.05
5.88125	-0.04
5.8825	-0.03
5.88375	-0.04
5.885	-0.05
5.88625	-0.06
5.8875	-0.06
5.88875	-0.06
5.89	-0.06
5.89125	-0.04
5.8925	-0.04
5.89375	-0.03
5.895	-0.04
5.89625	-0.04
5.8975	-0.05
5.89875	-0.07
5.9	-0.09
5.90125	-0.1
5.9025	-0.09
5.90375	-0.09
5.905	-0.09
5.90625	-0.08
5.9075	-0.08
5.90875	-0.08
5.91	-0.08
5.91125	-0.08
5.9125	-0.08
5.91375	-0.07
5.915	-0.06
5.91625	-0.04
5.9175	-0.04
5.91875	-0.04
5.92	-0.05
5.92125	-0.04
5.9225	-0.05
5.92375	-0.06
5.925	-0.07
5.92625	-0.06
5.9275	-0.06
5.92875	-0.05
5.93	-0.04
5.93125	-0.03
5.9325	-0.03
5.93375	-0.02
5.935	-0.01
5.93625	-0.01
5.9375	-0.02
5.93875	-0.03
5.94	-0.03
5.94125	-0.03
5.9425	-0.04
5.94375	-0.06
5.945	-0.07
5.94625	-0.07
5.9475	-0.04
5.94875	-0.03
5.95	-0.03
5.95125	-0.04
5.9525	-0.04
5.95375	-0.04
5.955	-0.03
5.95625	0.01
5.9575	0.04
5.95875	0.05
5.96	0.05
5.96125	0.05
5.9625	0.04
5.96375	0.04
5.965	0.03
5.96625	0.02
5.9675	0.02
5.96875	0.02
5.97	0.02
5.97125	0.02
5.9725	0.02
5.97375	0.03
5.975	0.03
5.97625	0.02
5.9775	0.01
5.97875	0.01
5.98	0.02
5.98125	0.03
5.9825	0.03
5.98375	0.03
5.985	0.04
5.98625	0.04
5.9875	0.04
5.98875	0.04
5.99	0.06
5.99125	0.07
5.9925	0.07
5.99375	0.07
5.995	0.07
5.99625	0.08
5.9975	0.08
5.99875	0.08
6	0.08
6.00125	0.08
6.0025	0.09
6.00375	0.09
6.005	0.09
6.00625	0.08
6.0075	0.08
6.00875	0.09
6.01	0.1
6.01125	0.11
6.0125	0.11
6.01375	0.12
6.015	0.13
6.01625	0.13
6.0175	0.13
6.01875	0.13
6.02	0.13
6.02125	0.12
6.0225	0.11
6.02375	0.12
6.025	0.13
6.02625	0.13
6.0275	0.13
6.02875	0.13
6.03	0.14
6.03125	0.16
6.0325	0.16
6.03375	0.16
6.035	0.17
6.03625	0.17
6.0375	0.17
6.03875	0.19
6.04	0.2
6.04125	0.21
6.0425	0.21
6.04375	0.21
6.045	0.21
6.04625	0.22
6.0475	0.23
6.04875	0.23
6.05	0.24
6.05125	0.25
6.0525	0.24
6.05375	0.26
6.055	0.28
6.05625	0.29
6.0575	0.29
6.05875	0.29
6.06	0.29
6.06125	0.3
6.0625	0.3
6.06375	0.3
6.065	0.3
6.06625	0.3
6.0675	0.3
6.06875	0.31
6.07	0.32
6.07125	0.32
6.0725	0.32
6.07375	0.32
6.075	0.32
6.07625	0.32
6.0775	0.32
6.07875	0.32
6.08	0.31
6.08125	0.3
6.0825	0.31
6.08375	0.31
6.085	0.31
6.08625	0.3
6.0875	0.29
6.08875	0.29
6.09	0.28
6.09125	0.28
6.0925	0.27
6.09375	0.26
6.095	0.25
6.09625	0.25
6.0975	0.23
6.09875	0.22
6.1	0.2
6.10125	0.2
6.1025	0.19
6.10375	0.16
6.105	0.14
6.10625	0.13
6.1075	0.11
6.10875	0.09
6.11	0.08
6.11125	0.08
6.1125	0.08
6.11375	0.07
6.115	0.08
6.11625	0.07
6.1175	0.08
6.11875	0.07
6.12	0.06
6.12125	0.05
6.1225	0.04
6.12375	0.04
6.125	0.02
6.12625	0
6.1275	-0.02
6.12875	-0.02
6.13	-0.03
6.13125	-0.03
6.1325	-0.03
6.13375	-0.03
6.135	-0.03
6.13625	-0.04
6.1375	-0.04
6.13875	-0.04
6.14	-0.05
6.14125	-0.06
6.1425	-0.05
6.14375	-0.05
6.145	-0.05
6.14625	-0.06
6.1475	-0.07
6.14875	-0.07
6.15	-0.07
6.15125	-0.07
6.1525	-0.07
6.15375	-0.06
6.155	-0.06
6.15625	-0.06
6.1575	-0.07
6.15875	-0.07
6.16	-0.08
6.16125	-0.09
6.1625	-0.08
6.16375	-0.08
6.165	-0.08
6.16625	-0.07
6.1675	-0.07
6.16875	-0.07
